Long
11.33737264
11.33053181
11.32993877
11.33107616
11.33378651
11.3297334
11.3363265
11.32922011
11.32999668
11.33040999
11.33501434
11.33998409
11.33318518
11.32933095
11.33489349
11.33205823
11.33264531
11.32564547
11.3321755
11.33077611
11.32963271
11.3294282
11.33059519
11.33032704
11.33151835
11.32949398
11.33049794
11.33197242
11.32980289
11.33021656
11.32833503
11.32995109
11.32966292
11.3326201
11.3322218
11.32761674
11.33067582
11.33134084
11.3310784
11.33275382
11.32999364
11.33072873
11.33123214
11.33063935
11.3316047
11.33181707
11.33045486
11.33019958
11.34006328
11.33183066
11.33131724
11.33372989
11.33262153
11.3336355
11.33549791
11.33418646
11.33313245
11.33006694
11.33025929
11.33177631
11.32796212
11.33080024
11.33631917
11.33090607
11.33064436
11.3266471
11.33267087
11.33652654
11.33035404
11.32673577
11.3281424
11.33465315
11.32747625
11.33253614
11.3302314
11.3370497
11.33774878
11.33139612
11.33722673
11.33144141
11.33513196
11.32720823
11.32811316
11.3307353
11.3302883
11.33455574
11.33382906
11.33107655
11.32896328
11.3351414
11.3342662
11.33044529
11.33515503
11.3302178
11.3276909
11.33664127
11.32855858
11.33242225
11.33473247
11.32862109
11.33055199
11.33216045
11.3298366
11.33149065
11.32916704
11.33066033
11.33027491
11.3311306
11.33100181
11.3309118
11.32902274
11.33284176
11.33100769
11.32895787
11.32884319
11.33607982
11.32730994
11.32636203
11.3310571
11.32762255
11.33401114
11.32816421
11.33315566
11.33483556
11.32982835
11.3387867
11.32859696
11.33090151
11.33012162
11.32918376
11.33282561
11.32607926
11.32530403
11.32745418
11.33132889
11.32668576
11.32535598
11.32798043
11.32779343
11.32760643
11.3316659
11.33143269
11.32540407
11.3295831
11.33015646
11.32741594
11.33045308
11.3301081
11.33065943
11.32958901
11.32585115
11.32664053
11.32892215
11.32789257
11.32591187
11.33092918
11.33749784
11.32637776
11.32972926
11.32781842
11.32695005
11.32889313
11.32983459
11.32802047
11.33083461
11.32573777
11.32596239
11.33187977
11.32614509
11.33032358
11.32706934
11.32785872
11.32876471
11.33289269
11.32621486
11.32724056
11.32757002
11.32875158
11.32650792
11.32873852
11.33654562
11.32962376
11.3271421
11.3372841
11.33179999
11.33436238
11.32673681
11.33297642
11.33685851
11.32693934
11.33179113
11.33204312
11.33772508
11.3392669
11.33854919
11.33172673
11.33049756
11.32944806
11.33223795
11.32753035
11.32580467
11.32972875
11.33142364
11.33691987
11.33436822
11.33573271
11.32733109
11.33338311
11.32708563
11.33021314
11.33706267
11.33052113
11.32964102
11.3337471
11.33243861
11.32880245
11.33127944
11.33030414
11.32732876
11.32793634
11.33083612
11.33071572
11.32746642
11.32757468
11.33638649
11.33167096
11.32784674
11.32840859
11.33216515
11.33136157
11.33267147
11.3249689
11.32629419
11.3316579
11.32792817
11.32775085
11.32740412
11.32683061
11.32658305
11.32643512
11.33164483
11.33405649
11.32628066
11.3281034
11.32930083
11.32937456
11.33035454
11.33099665
11.32798441
11.32974835
11.3371308
11.32768295
11.33656895
11.32950943
11.32615046
11.32954676
11.32554754
11.33012308
11.33813084
11.32569081
11.32579254
11.328165
11.3349268
11.33447228
11.33403503
11.329176
11.33351564
11.32954723
11.32962096
11.32641319
11.33172836
11.33177596
11.33056826
11.3291515
11.33084825
11.32888738
11.33186556
11.32952856
11.33239941
11.32987202
11.32642905
11.33117118
11.32603426
11.33081465
11.33001761
11.33761845
11.33717327
11.33182542
11.33892601
11.33205688
11.32755089
11.33562585
11.32899844
11.330362
11.32911791
11.33069426
11.32852152
11.32978009
11.33077452
11.33037507
11.33003908
11.33688861
11.33542612
11.33082772
11.3302906
11.33014967
11.33073672
11.3291473
11.32902411
11.3294329
11.32966342
11.33535565
11.33197055
11.32791436
11.32912221
11.32801548
11.32821173
11.32589907
11.33151718
11.33851545
11.32849969
11.33060584
11.32675204
11.32870844
